article,template,kind,identifier,claimed_title,verdict,authority,detail
E. J. H. Corner,journal,bibliographic,,Check-list of Ficus in Asia and Australasia with keys to identification.,not_found,crossref+openalex,"no indexed record matches this description. Closest was '<i>Ficus Glaberrima</i>\n                    BL. and the Pedunculate species of\n                    <i>ficus</i>\n                    subgen.\n                    <i>Urostigma</i>\n                    in Asia and Australasia' at 62% similarity, below the threshold for a match."
E. J. H. Corner,journal,doi,10.1093/oxfordjournals.aob.a083225,The durian theory or the origin of the modern tree,verified,crossref,title matches record (100% similarity)
E. J. H. Corner,web,bibliographic,,Royal Commonwealth Society : E.J.H. Corner photographs,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
E. J. H. Corner,web,bibliographic,,E. J. H. Corner,not_found,crossref+openalex,"no indexed record matches this description. Closest was ""Sir George Colebrooke's World Corner in Alum, 1771-73"" at 67% similarity, below the threshold for a match."
E. J. H. Corner,journal,doi,10.1098/rstb.1967.0033,Ficus in the Solomon Islands and its bearing on the post-Jurassic history of Melanesia,verified,crossref,title matches record (100% similarity)
Gradaterebra lightfooti,journal,doi,10.5962/p.405610,Descriptions of New Species of South African Marine Shells,verified,crossref,title matches record (100% similarity)
Gradaterebra lightfooti,journal,doi,10.11646/zootaxa.4250.2.1,"Type catalogue of Terebridae (Mollusca, Gastropoda, Conoidea) in the Natural History Museum, London, U.K.",verified,crossref,title matches record (100% similarity)
Gradaterebra lightfooti,journal,bibliographic,,Contributions to the knowledge of South African Marine Mollusca. Part I. Gastropoda: Prosobranchiata: Toxoglossa,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Contributions to the Crustacean Fauna of South Africa. 1. Additions to the marine Isopoda' at 62% similarity, below the threshold for a match."
Gradaterebra lightfooti,journal,bibliographic,,Contributions to the knowledge of South African marine Mollusca. Part VI. Supplement,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Contributions to the Crustacean Fauna of South Africa. 1. Additions to the marine Isopoda' at 67% similarity, below the threshold for a match."
Gradaterebra lightfooti,journal,doi,10.1093/mollus/eyz004,Phylogenetic classification of the family Terebridae (Neogastropoda: Conoidea),verified,crossref,title matches record (100% similarity)
Veliocasses,book,bibliographic,,Natural History,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Veliocasses,book,bibliographic,,Celtic Culture: A Historical Encyclopedia,not_found,crossref+openalex,"no indexed record matches this description. Closest was '(New) historical stylistics' at 57% similarity, below the threshold for a match."
Veliocasses,book,bibliographic,,Celtic and Other Languages in Ancient Europe,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Celtic ‘son’, ‘daughter’, other descendants, and *sunus in Early Celtic' at 66% similarity, below the threshold for a match."
Veliocasses,book,bibliographic,,Der obere Donauraum 50 v. bis 50 n. Chr.,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Wie Unternehmen eine gesunde Arbeitsgestaltung fördern können' at 38% similarity, below the threshold for a match."
Veliocasses,book,bibliographic,,Dictionnaire de la langue gauloise: Une approche linguistique du vieux-celtique continental,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Longidienus, faber navalis à Ravenne, le toponyme Lombard et le thème longo- ‘navire’ en vieux celtique' at 52% similarity, below the threshold for a match."
Veliocasses,book,bibliographic,,Dictionary of Continental Celtic Place-names: A Celtic Companion to the Barrington Atlas of the Greek and Roman World,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'More Celtic names from Roman Pannonia' at 65% similarity, below the threshold for a match."
Veliocasses,book,bibliographic,,"Les Celtes, histoire et dictionnaire",verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Veliocasses,journal,doi,10.4000/pallas.12254,Sur les « voies de l'étain » dans l'ancien Occident. Quelques jalons,verified,crossref,title matches record (100% similarity)
Endocincta,web,bibliographic,,"Endocincta Crezee, 1975",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Introduction to Healthcare for Interpreters and Translators' at 35% similarity, below the threshold for a match."
Endocincta,journal,doi,10.1002/iroh.19750600604,Monograph of the Solenofilomorphidae (Turbellaria: Acoela),verified,crossref,title matches record (100% similarity)
Susan E. Jackson,journal,doi,10.1002/job.4030020205,The measurement of experienced burnout,verified,crossref,title matches record (100% similarity)
Susan E. Jackson,web,bibliographic,,Managing Human Resources - Hardcover - Susan E. Jackson; Randall S. Schuler; Steve Werner - Oxford University Press,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Strategic Human Resource Management – Edited by Randall S. Schuler and Susan E. Jackson' at 69% similarity, below the threshold for a match."
Susan E. Jackson,web,bibliographic,,Ehrenpromotion 2015 der Wirtschaftswissenschaftlichen Fakultät,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Situation und Perspektiven der Wirtschaftswissenschaftlichen Fakultät' at 81% similarity, below the threshold for a match."
Susan E. Jackson,web,bibliographic,,Welcome to the Diversity Research Project,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Welcome to The Connected Ideas Project' at 73% similarity, below the threshold for a match."
Interaction Design Institute Ivrea,web,bibliographic,,Olivetti Study and Research Centre,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Olivetti, Luigi' at 73% similarity, below the threshold for a match."
Interaction Design Institute Ivrea,web,bibliographic,,The Incredible Story of the School in Ivrea Educating Today's Leaders in Silicon Valley,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Interaction Design Institute Ivrea,news,bibliographic,,"Action, Interaction, Reaction",verified,crossref,matched a Crossref record by title search (85% similarity); no DOI given in document
Interaction Design Institute Ivrea,web,bibliographic,,Nathan Shedroff,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Interaction Design Institute Ivrea,news,bibliographic,,arrivano i designer interattivi,not_found,crossref+openalex,"no work matching this description appears in either Crossref or OpenAlex. Note that coverage of books, government reports and grey literature is incomplete even in OpenAlex, so this is evidence, not proof."
Interaction Design Institute Ivrea,news,bibliographic,,"Interaction Design Institute, fuga a Milano",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Fuga da Milano. Onorio e lo spostamento della corte imperiale' at 51% similarity, below the threshold for a match."
Interaction Design Institute Ivrea,web,bibliographic,,Interaction Design Lab,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Interaction Design Institute Ivrea,web,bibliographic,,Interaction Design Institute Ivrea,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
BitChute,web,bibliographic,,Inside the UK-based site that has become the far right's YouTube,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'What determines private school choice? a comparison between the UK and Australia' at 47% similarity, below the threshold for a match."
BitChute,web,bibliographic,,"Two months ago, the internet tried to banish Nazis. No one knows if it worked",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'A case of foreign body in the throat of a child three and one‐half months old' at 56% similarity, below the threshold for a match."
BitChute,web,bibliographic,,"Twitter, Facebook, and Insta bans send the alt-right to Gab and Telegram",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Synthesis of [11C]dapoxetine · HCl, a serotonin re-uptake inhibitor: Biodistribution in rat and preliminary PET imaging in the monkey' at 42% similarity, below the threshold for a match."
BitChute,news,bibliographic,,The UK social media platform where neo-Nazis can view terror atrocities,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'The Patient Experience of Relapsed Refractory Multiple Myeloma and Its Treatment: A Social Media Review' at 54% similarity, below the threshold for a match."
BitChute,news,bibliographic,,Facebook acts as conspiracy theories on Covid in Ireland go viral,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Northern Ireland' at 61% similarity, below the threshold for a match."
BitChute,news,bibliographic,,Right-Wing YouTubers Think It's Only A Matter Of Time Before They Get Kicked Off The Site,not_found,crossref+openalex,"no work matching this description appears in either Crossref or OpenAlex. Note that coverage of books, government reports and grey literature is incomplete even in OpenAlex, so this is evidence, not proof."
BitChute,news,bibliographic,,BitChute is a BitTorrent-Powered YouTube Alternative,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Alternative descriptions in line drawing analysis' at 48% similarity, below the threshold for a match."
BitChute,web,bibliographic,,Far-right conspiracy vloggers have a new home,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'The Far Right and the Workers: An Overview' at 61% similarity, below the threshold for a match."
Anteaeolidiella chromosoma,journal,bibliographic,,Notes on a collection of Californian nudibranchs,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'XXXII.—<i>Notes on slugs, chiefly in the collection at the British Museum</i>' at 57% similarity, below the threshold for a match."
Anteaeolidiella chromosoma,journal,doi,10.1111/zoj.12129,"Systematic review of Anteaeolidiella (Mollusca, Nudibranchia, Aeolidiidae) based on morphological and molecular data, with a description of three new species",verified,crossref,title matches record (100% similarity)
Balkan crested newt,web,bibliographic,,Triturus ivanbureschi. Amphibian Species of the World: an Online Reference. Version 6.0,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'AN AGEING SOCIETY WITH THE WORST VERSION OF AGEING' at 57% similarity, below the threshold for a match."
Balkan crested newt,journal,doi,10.1111/bij.12358,"The modality of nine Triturus newt hybrid zones assessed with nuclear, mitochondrial and morphological data",verified,crossref,title matches record (100% similarity)
Balkan crested newt,journal,doi,10.1016/j.ympev.2009.03.024,"Multiple nuclear and mitochondrial genes resolve the branching order of a rapid radiation of crested newts (Triturus, Salamandridae)",verified,crossref,title matches record (100% similarity)
Balkan crested newt,journal,bibliographic,,"Taxonomic status of Triturus karelinii on the Balkans, with some comments about other crested newt taxa",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'A revised taxonomy of crested newts in the &lt;i&gt;Triturus karelinii&lt;/i&gt; group (Amphibia: Caudata: Salamandridae), with the description of a new species' at 61% similarity, below the threshold for a match."
Balkan crested newt,journal,doi,10.11646/zootaxa.3682.3.5,"A revised taxonomy of crested newts in the Triturus karelinii group (Amphibia: Caudata: Salamandridae), with the description of a new species",verified,crossref,title matches record (100% similarity)
Balkan crested newt,journal,doi,10.11646/zootaxa.3802.3.7,Kicking Triturus arntzeni when it's down: large-scale nuclear genetic data confirm that newts from the type locality are genetically admixed,verified,crossref,title matches record (100% similarity)
Balkan crested newt,journal,doi,10.11646/zootaxa.4109.1.6,"Description of a new species of crested newt, previously subsumed in Triturus ivanbureschi (Amphibia: Caudata: Salamandridae)",verified,crossref,title matches record (100% similarity)
Sunnyside Royal Hospital,web,bibliographic,,Former mental hospital is centrepiece of new luxury housing development in splendid countryside location,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'A New Vision for Housing' at 63% similarity, below the threshold for a match."
Sunnyside Royal Hospital,web,bibliographic,,University of Dundee Archives Services Online Catalogue THB 23 Sunnyside Royal Hospital,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Hitchin, Prof. Aylwin Drakeford, (31 Dec. 1907–1 Oct. 1996), Boyd Professor of Dental Surgery, Director of Dental Studies, University of Dundee (formerly University of St Andrews), 1947–77, Professor Emeritus, 1978; Dean of Dundee Dental Hospital, 1947–73; Dental Consultant, Dundee Royal Infirmary, 1947–77; Civil Consultant Dental Surgeon to Royal Navy, 1957–77' at 57% similarity, below the threshold for a match."
Sunnyside Royal Hospital,book,bibliographic,,Masters of the mind exploring the story of mental illness from ancient times to the new millennium,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Social stress and inflammation in the exacerbation of multiple sclerosis: An animal model with implications for humans.' at 49% similarity, below the threshold for a match."
Sunnyside Royal Hospital,web,bibliographic,,"THB 23/18/1 'What Asylums Were, Are and Ought to Be'",verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Sunnyside Royal Hospital,journal,doi,10.1192/bjp.186.1.1-a1,Psychiatry in pictures – 186 (1): 1-a1 – The British Journal of Psychiatry,mismatch,crossref,identifier resolves to a DIFFERENT work. Document claims 'Psychiatry in pictures – 186 (1): 1-a1 – The British Journal of Psychiatry'; record holds 'Highlights of this issue' (36% similarity)
Sunnyside Royal Hospital,web,bibliographic,,"Poole, Richard (d.1870)",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Barter, Richard, M.D. (1802–1870)' at 82% similarity, below the threshold for a match."
Sunnyside Royal Hospital,web,bibliographic,,Sunnyside Royal Hospital,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Sunnyside Royal Hospital,web,bibliographic,,Mental Health (Scotland) Act 1960,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Early-onset dementia,journal,doi,10.1016/j.diii.2013.07.009,Early-onset dementias: Specific etiologies and contribution of MRI,verified,crossref,title matches record (100% similarity)
Early-onset dementia,journal,doi,10.1212/wnl.0000000000209654,Incidence and Prevalence of Early-Onset Dementia in Finland,verified,crossref,title matches record (100% similarity)
Early-onset dementia,journal,doi,10.3238/arztebl.2010.0677,New Developments in the Diagnosis of Dementia,verified,crossref,title matches record (100% similarity)
Early-onset dementia,journal,doi,10.1055/s-0033-1359320,Young-Onset Dementia,verified,crossref,title matches record (100% similarity)
Early-onset dementia,journal,doi,10.1001/jamaneurol.2021.2161,Global Prevalence of Young-Onset Dementia: A Systematic Review and Meta-analysis,verified,crossref,title matches record (100% similarity)
Early-onset dementia,journal,doi,10.1111/j.1479-8301.2009.00274.x,What is 'early onset dementia'?,verified,crossref,title matches record (100% similarity)
Early-onset dementia,journal,doi,10.1136/postgradmedj-2020-138517,Early-onset dementia: key issues using a relationship-centred care approach,verified,crossref,title matches record (100% similarity)
Early-onset dementia,journal,doi,10.1016/j.eclinm.2022.101335,Association of a wide range of chronic diseases and apolipoprotein E4 genotype with subsequent risk of dementia in community-dwelling adults: A retrospective cohort study,verified,crossref,title matches record (100% similarity)
Paul Sauer,web,bibliographic,,Hitler’s Spies and the Ossewabrandwag,not_found,crossref+openalex,"no work matching this description appears in either Crossref or OpenAlex. Note that coverage of books, government reports and grey literature is incomplete even in OpenAlex, so this is evidence, not proof."
Paul Sauer,book,bibliographic,,The Race Game: Sport and Politics in South Africa,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Paul Sauer,journal,doi,10.1080/00232080085380041,The voice of the 'people'? Memoranda presented in 1947 to the Sauer commission by 'knowledgeable' Afrikaners,verified,crossref,title matches record (100% similarity)
Paul Sauer,book,bibliographic,,"Apartheid, 1948-1994",verified,crossref,matched a Crossref record by title search (85% similarity); no DOI given in document
Paul Sauer,book,bibliographic,,Wines of the New South Africa: Tradition and Revolution,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
MQM militancy,web,bibliographic,,PAKISTAN: Human rights crisis in Karachi,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Pakistan: Investigation crucial after Karachi political activist tortured and killed in custody' at 66% similarity, below the threshold for a match."
MQM militancy,web,bibliographic,,PAKISTAN: Human rights crisis in Karachi,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Pakistan: Investigation crucial after Karachi political activist tortured and killed in custody' at 66% similarity, below the threshold for a match."
MQM militancy,book,bibliographic,,"The Metacolonial State:Pakistan, Critical Ontology, and the Biopolitical Horizons of Political Islam",verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
MQM militancy,journal,bibliographic,,"The Battlefields of Karachi: Ethnicity, Violence and the State",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'The Everyday Racialisation of Refugees in German State and Society' at 56% similarity, below the threshold for a match."
MQM militancy,news,bibliographic,,Dozens killed in Karachi 'reign of terror',not_found,crossref+openalex,"no indexed record matches this description. Closest was 'colombia-indian-children-killed-in-army-reign-of-terror-uabcol2may1987-2-pp' at 77% similarity, below the threshold for a match."
MQM militancy,news,bibliographic,,Understanding Karachi's killing fields,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'The Understanding' at 87% similarity, below the threshold for a match."
MQM militancy,news,bibliographic,,"78 children among 2,909 people killed in Karachi in 2014: HRCP",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Tuberculosis killed 1.5 million people in 2014' at 63% similarity, below the threshold for a match."
MQM militancy,news,bibliographic,,'Armed gangs outnumber police in Karachi',not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Gangs and Police' at 86% similarity, below the threshold for a match."
Retropharyngeal abscess,journal,doi,10.1001/archpedi.1990.02150360075024,Radiological Cases of the Month,verified,crossref,title matches record (100% similarity)
Retropharyngeal abscess,journal,bibliographic,,Images in emergency medicine: retropharyngeal abscess,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Retropharyngeal abscess,book,bibliographic,,Emergency medicine: avoiding the pitfalls and improving the outcomes,verified,crossref,matched a Crossref record by title search (78% similarity); no DOI given in document
Retropharyngeal abscess,book,bibliographic,,The Philadelphia guide: inpatient pediatrics,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Stormwater fee,journal,doi,10.11001/jksww.2014.28.5.517,The improvement of sewerage fee imposition system for efficient rainwater management,verified,crossref,title matches record (100% similarity)
Stormwater fee,news,bibliographic,,Wet Italian town imposes 'stormwater fee',not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Characterizing and modeling of urban stormwater nutrient export' at 47% similarity, below the threshold for a match."
Stormwater fee,report,bibliographic,,Western Kentucky University Stormwater Utility Survey 2023,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'An Analysis of Patterns and Trends in United States Stormwater Utility Systems' at 53% similarity, below the threshold for a match."
Stormwater fee,web,bibliographic,,Stormwater Fees: The Facts About Polluted Runoff and Maryland's Stormwater Utility Fees,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Stormwater Management Utility Fees: A review' at 70% similarity, below the threshold for a match."
Stormwater fee,web,bibliographic,,Stormwater Runoff,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Stormwater fee,web,bibliographic,,"New high-resolution, land-use and change data improves decision-making in the Chesapeake Bay watershed",not_found,crossref+openalex,"no indexed record matches this description. Closest was 'Chesapeake bay watershed land cover data series' at 84% similarity, below the threshold for a match."
Stormwater fee,web,bibliographic,,About the Water Quality Protection Charge,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Stormwater fee,news,bibliographic,,Repeal of 'stormwater fee' requirement yet to trickle down to most area homeowners,not_found,crossref+openalex,"no indexed record matches this description. Closest was 'COMING DOWN THE MOUNTAINS: INTERPRETATIONS OF TERRACE DEPOSITS AND DEBRIS FLOW SEDIMENTS IN CLEAR CREEK WATERSHED, WHISKEYTOWN NATIONAL RECREATION AREA, CALIFORNIA' at 48% similarity, below the threshold for a match."
Neyman–Pearson lemma,journal,doi,10.1098/rsta.1933.0009,IX. On the problem of the most efficient tests of statistical hypotheses,verified,crossref,title matches record (100% similarity)
Neyman–Pearson lemma,book,bibliographic,,Statistical inference,verified,crossref,matched a Crossref record by title search (100% similarity); no DOI given in document
Neyman–Pearson lemma,journal,doi,10.1016/0022-0531(84)90091-7,A characterization of the demand for land,verified,crossref,title matches record (100% similarity)
Neyman–Pearson lemma,journal,doi,10.1146/annurev-statistics-062713-085841,The Role of Statistics in the Discovery of a Higgs Boson,verified,crossref,title matches record (100% similarity)
